	cre	collection_date	sequencing_type	total_reads	all_mapped_percent	mRNA_percent	genome_percent	ercc_percent	tdt_permillion	BICCN_class_label	BICCN_cluster_label	major_dissection	layer_dissectoin	color_code	short_name	BICCN_ontology_term_id	assay_ontology_term_id	disease_ontology_term_id	tissue_ontology_term_id	cell_type_ontology_term_id	self_reported_ethnicity_ontology_term_id	development_stage_ontology_term_id	sex_ontology_term_id	is_primary_data	organism_ontology_term_id	donor_id	suspension_type	tissue_type	cell_type	assay	disease	organism	sex	tissue	self_reported_ethnicity	development_stage	observation_joinid
R02131517	Rbp4	11/25/2014	hiseq_030415	10997877	91.9	48.45	37.12	1.57	220.4	Excitatory	L5a	V1	All	9	R2084_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163834	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	xC3V%jLGUu
R02131518	Rbp4	11/25/2014	hiseq_030415	12173893	91.7	52.65	31.73	1.38	276.5	Excitatory	L5a	V1	All	9	R2085_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163834	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	$H8H+f=e4x
R02131519	Rbp4	11/25/2014	hiseq_030415	13385191	91.75	50.0	35.46	1.28	279.8	Excitatory	nan	V1	All	9	R2086_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163834	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	;@+D%l|j1L
R02131520	Rbp4	11/25/2014	hiseq_030415	14381326	91.51	49.4	35.78	1.08	188.0	Excitatory	L5_Chrna6	V1	All	9	R2087_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163834	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	lnCGgbq%EE
R02131521	Rbp4	11/25/2014	hiseq_030415	10787067	91.85	48.72	36.69	1.04	182.0	Excitatory	nan	V1	All	9	R2088_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163834	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	i1<r9Kt?8{
R02131522	Rbp4	11/25/2014	hiseq_030415	10760629	91.63	48.75	36.37	1.28	172.2	Excitatory	nan	V1	All	9	R2089_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163834	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Fz^9El$i8l
R02131523	Rbp4	11/25/2014	hiseq_030415	9380041	89.28	47.68	33.49	1.55	242.5	Excitatory	nan	V1	All	9	R2090_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163834	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	CdQkVQLoL+
R02131524	Rbp4	11/25/2014	hiseq_030415	9525198	91.84	48.39	36.48	0.93	107.8	Excitatory	nan	V1	All	9	R2091_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163834	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	^`Tg~Ab_Jo
R02131525	Rbp4	11/20/2014	hiseq_030415	12708716	92.47	51.04	35.07	0.86	216.3	Excitatory	nan	V1	All	9	R2092_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163068	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	!b<vI9N<F*
R02131526	Rbp4	11/20/2014	hiseq_030415	11196340	86.17	51.13	28.37	0.61	285.9	Excitatory	L5b	V1	All	9	R2093_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163068	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	-#$LQ{EDIu
R02131528	Rbp4	11/20/2014	hiseq_030415	15290107	91.55	50.0	34.55	1.23	224.6	Excitatory	nan	V1	All	9	R2095_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163068	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	T<urj)1>|*
R02131529	Rbp4	11/20/2014	hiseq_030415	9186074	91.69	51.29	33.85	1.3	303.0	Excitatory	nan	V1	All	9	R2096_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163068	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	F~`w)=xcVm
R02131530	Rbp4	11/20/2014	hiseq_030415	10664924	90.08	39.92	42.8	1.52	156.2	Excitatory	nan	V1	All	9	R2097_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163068	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	!e1b}xdE;7
R02131531	Rbp4	11/20/2014	hiseq_030415	10980621	91.88	54.64	31.03	1.01	290.6	Excitatory	nan	V1	All	9	R2098_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163068	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	nS4Qwy~;?z
R02131532	Rbp4	11/20/2014	hiseq_030415	9646768	90.53	47.99	36.44	0.91	236.8	Excitatory	nan	V1	All	9	R2099_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163068	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	elp#K$ISUn
R02131533	Rbp4	11/20/2014	hiseq_030415	9225642	90.93	51.59	32.63	0.9	264.4	Excitatory	L5b	V1	All	9	R2100_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163069	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Q|>=6Kg#gS
R02131534	Rbp4	11/20/2014	hiseq_030415	9512583	91.29	49.18	35.6	1.5	220.2	Excitatory	nan	V1	All	9	R2101_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163069	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Hrs2MI7PIe
R02131535	Rbp4	11/20/2014	hiseq_030415	8290577	89.67	47.25	35.44	2.0	138.5	Excitatory	L5a	V1	All	9	R2102_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163069	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	!k^megk%6#
R02131536	Rbp4	11/20/2014	hiseq_030415	11952321	89.36	41.37	40.16	1.58	220.7	Excitatory	nan	V1	All	9	R2103_V	nan	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163069	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	vCxkZ6@*d=
R02131537	Rbp4	11/20/2014	hiseq_030415	9676618	91.74	58.56	26.46	0.76	269.5	Excitatory	L5b	V1	All	9	R2104_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163069	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	pBDlmjxX7U
R02131538	Rbp4	11/20/2014	hiseq_030415	9028782	89.59	55.69	24.45	1.99	445.6	Excitatory	L6a2	V1	All	9	R2105_V	ILX:0770158	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163069	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	IqucZ=n(^=
R02131539	Rbp4	11/20/2014	hiseq_030415	10092519	91.31	54.97	29.47	0.5	349.5	Excitatory	L5b	V1	All	9	R2106_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163069	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Bv)#Jii}S9
R02131540	Rbp4	11/20/2014	hiseq_030415	10850994	90.21	51.67	32.13	0.9	264.9	Excitatory	L5b	V1	All	9	R2107_V	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	163069	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	iz>R9#L9>=
R05081401m	Rbp4 Neg	4/23/2014	hiseq	11885712	91.67	54.91	24.3	3.17	0.0	Glia	Oligodendrocyte	V1	L5	44	R395n_V5	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	`5O?HTl4u?
R05081402m	Rbp4 Neg	4/23/2014	hiseq	7042749	88.45	33.84	42.94	6.8	5.1	Glia	Microglia	V1	L5	44	R396n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	+~>Svj*NS+
R05081403m	Rbp4 Neg	4/23/2014	hiseq	15239776	88.4	33.75	41.78	8.62	0.2	Glia	Microglia	V1	L5	44	R397n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	D`ear!uF&G
R05081404m	Rbp4 Neg	4/23/2014	hiseq_062514	9002281	88.42	43.57	31.18	8.58	27.2	Glia	Microglia	V1	L5	44	R398n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	c<w{v_u=#G
R05081405m	Rbp4 Neg	4/23/2014	hiseq	14715083	91.95	42.37	39.32	6.22	14.3	Glia	OPC	V1	L5	44	R399n_V5	ILX:0770139	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0002453	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte precursor cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	F+j0@#=w-k
R05081406m	Rbp4 Neg	4/23/2014	hiseq	9782547	91.47	30.15	51.55	5.23	18.1	Glia	OPC	V1	L5	44	R400n_V5	ILX:0770139	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0002453	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte precursor cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	8ay=(w!F7&
R05081407m	Rbp4 Neg	4/23/2014	hiseq	12903052	90.75	53.22	25.91	3.85	2.2	Glia	Oligodendrocyte	V1	L5	44	R401n_V5	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	jV!|#aS<r-
R05081408m	Rbp4 Neg	4/23/2014	hiseq	13708257	91.0	41.97	43.56	0.89	1.5	Excitatory	L4	V1	L5	44	R402n_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	kpT}ZeLI(l
R05081409m	Rbp4 Neg	4/23/2014	hiseq	8823225	91.13	31.42	53.28	2.9	4.2	Glia	OPC	V1	L5	44	R403n_V5	ILX:0770139	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0002453	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte precursor cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	?gk`He`NjS
R05081410m	Rbp4 Neg	4/23/2014	hiseq_082914	5410334	81.81	36.9	33.19	7.97	49.9	Glia	Microglia	V1	L5	44	R404n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	U!>9v83`jH
R05081411m	Rbp4 Neg	4/23/2014	hiseq	10236541	92.58	55.86	30.56	1.4	0.0	Glia	Oligodendrocyte	V1	L5	44	R405n_V5	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	ut$-#FB|yk
R05081412m	Rbp4 Neg	4/23/2014	hiseq	10604509	90.47	61.77	16.61	3.59	0.0	Glia	Oligodendrocyte	V1	L5	44	R406n_V5	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	fHLxP7Zx8z
R05081413m	Rbp4 Neg	4/23/2014	hiseq_082914	11717000	92.33	40.66	43.32	3.65	0.1	Glia	OPC	V1	L5	44	R407n_V5	ILX:0770139	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0002453	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte precursor cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	K5b6{zYjHw
R05081414m	Rbp4 Neg	4/23/2014	hiseq	6850426	89.09	32.94	42.51	7.68	18.1	Glia	Microglia	V1	L5	44	R408n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	9*%7HND3s7
R05081415m	Rbp4 Neg	4/23/2014	hiseq	7319309	90.73	53.72	24.19	4.37	0.1	Glia	Oligodendrocyte	V1	L5	44	R409n_V5	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	mYX{RWwN_x
R05081416m	Rbp4 Neg	4/23/2014	hiseq	11021532	87.0	39.36	33.36	9.52	0.4	Glia	Microglia	V1	L5	44	R410n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	4UVy@KfJ5w
R05081418m	Rbp4 Neg	4/23/2014	hiseq_071414	6408398	91.35	41.6	37.82	5.3	0.2	Glia	OPC	V1	L5	44	R412n_V5	ILX:0770139	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0002453	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte precursor cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Ka!>+r7Bfu
R05081419m	Rbp4 Neg	4/23/2014	hiseq_082914	4945861	90.59	54.52	20.36	5.48	0.2	Glia	Oligodendrocyte	V1	L5	44	R413n_V5	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	!2=2FQR{Ku
R05081420m	Rbp4 Neg	4/23/2014	hiseq_071414	5883618	89.25	37.46	40.06	5.82	11.0	Glia	Microglia	V1	L5	44	R414n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	@-Keq8eb*W
R05081421m	Rbp4 Neg	4/23/2014	hiseq_071414	13150458	92.38	47.41	37.25	2.85	3.3	Glia	OPC	V1	L5	44	R415n_V5	ILX:0770139	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0002453	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	oligodendrocyte precursor cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	DfTbtt(-)o
R05081422m	Rbp4 Neg	4/23/2014	hiseq	16843391	91.59	48.55	32.1	4.69	0.8	Glia	Microglia	V1	L5	44	R416n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	`pj--ac0oY
R05081423m	Rbp4 Neg	4/23/2014	hiseq_071414	9341229	89.24	28.52	47.47	7.61	0.0	Glia	Microglia	V1	L5	44	R417n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	{nWsw)(!R;
R05081424m	Rbp4 Neg	4/23/2014	hiseq_071414	11837964	87.68	29.06	43.23	10.23	49.9	Glia	Microglia	V1	L5	44	R418n_V5	ILX:0770146	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000129	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	microglial cell	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	QeQM2gf{Iy
R05081425	Rbp4	4/23/2014	hiseq	6862201	94.02	58.15	30.6	0.35	284.3	Excitatory	L5a1	V1	L5	8	R419_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	?J@;I=^?Pk
R05081426	Rbp4	4/23/2014	hiseq	10633787	93.47	54.64	33.35	0.39	274.2	Excitatory	L5b1	V1	L5	8	R420_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	G-W1|YJ^K~
R05081427	Rbp4	4/23/2014	hiseq	9514641	94.07	54.23	34.15	0.35	255.7	Excitatory	L5b	V1	L5	8	R421_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	7Mg(A*#7>-
R05081430	Rbp4	4/23/2014	hiseq	7169794	93.31	52.74	34.9	0.38	436.3	Excitatory	L5a2	V1	L5	8	R424_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	;u6?Q{Vn_e
R05081431	Rbp4	4/23/2014	hiseq	14674763	93.78	57.37	28.89	0.26	74.8	Inhibitory	Pvalb	V1	L5	8	R425_V5	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	BZtUKHLDz-
R05081432	Rbp4	4/23/2014	hiseq	8918881	93.17	49.17	38.51	0.27	196.5	Excitatory	L5b1	V1	L5	8	R426_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	=F~>-;YOmM
R05081433	Rbp4	4/23/2014	hiseq	11273491	91.91	48.91	34.5	1.9	342.0	Excitatory	L4	V1	L5	8	R427_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	mV8r$ByEFN
R05081434	Rbp4	4/23/2014	hiseq	8146340	94.37	60.99	27.4	0.91	417.6	Excitatory	L5b2	V1	L5	8	R428_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	1bRm5B5Asv
R05081435	Rbp4	4/23/2014	hiseq	9490616	93.52	54.83	30.85	1.28	399.7	Excitatory	L5a2	V1	L5	8	R429_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	=4R)7X`A#|
R05081436	Rbp4	4/23/2014	hiseq	8455097	94.18	61.4	26.22	1.24	185.5	Excitatory	L5a2	V1	L5	8	R430_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	)rQnek|n6P
R05081437	Rbp4	4/23/2014	hiseq	8237016	94.25	53.19	35.75	0.4	188.1	Excitatory	L5b1	V1	L5	8	R431_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	6q(_z>Ubsr
R05081438	Rbp4	4/23/2014	hiseq	8976878	93.83	54.38	33.65	0.64	290.0	Excitatory	L5a2	V1	L5	8	R432_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	R(1?9#Zoi8
R05081439	Rbp4	4/23/2014	hiseq	25799019	90.89	45.55	39.33	1.36	355.8	Excitatory	L5	V1	L5	8	R433_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	3*&~%w5F$j
R05081440	Rbp4	4/23/2014	hiseq	10577672	92.33	62.63	24.22	0.86	359.7	Excitatory	L5b2	V1	L5	8	R434_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	`g~an9GQs&
R05081441	Rbp4	4/23/2014	hiseq	13784128	89.0	53.45	28.03	2.02	1299.5	Excitatory	L4	V1	L5	8	R435_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Fgc_$E%maZ
R05081442	Rbp4	4/23/2014	hiseq	4933932	93.88	61.76	26.55	0.69	455.4	Excitatory	L5a1	V1	L5	8	R436_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	2O{^_BZG!O
R05081443	Rbp4	4/23/2014	hiseq	8535645	94.01	57.73	30.9	0.85	228.0	Excitatory	L5a2	V1	L5	8	R437_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	tqM;kie~6n
R05081444	Rbp4	4/23/2014	hiseq	6671508	93.18	55.25	30.81	0.53	291.7	Excitatory	L5b	V1	L5	8	R438_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Qr)HV>XQQd
R05081445	Rbp4	4/23/2014	hiseq	22502858	92.48	59.24	27.19	1.61	306.4	Excitatory	L5a2	V1	L5	8	R439_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	AKmzE688;e
